timestamp,crazyflie_ActualState_pose_x,crazyflie_ActualState_pose_y,crazyflie_ActualState_pose_z,crazyflie_ActualState_vel_x,crazyflie_ActualState_vel_y,crazyflie_ActualState_vel_z,crazyflie_ActualState_ori_qx,crazyflie_ActualState_ori_qy,crazyflie_ActualState_ori_qz,crazyflie_ActualState_ori_qw,crazyflie_ActualState_ang_vel_x,crazyflie_ActualState_ang_vel_y,crazyflie_ActualState_ang_vel_z,cf_control_control_command_thrust,cf_control_control_command_torque_x,cf_control_control_command_torque_y,cf_control_control_command_torque_z
1781018420050896028,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420070227839,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420078354415,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420103426421,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420122798177,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420138960142,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420145080400,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420163450992,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420170673198,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420178002540,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420179491075,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420206314350,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420207377868,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420250978602,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420252502720,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420298617285,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420307463111,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420323471536,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420323494999,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420346694848,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420346720927,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420349008972,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420352941161,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420380512172,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420381673315,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420408946114,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420408975653,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420450036138,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420470263358,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420470838763,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420478816036,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420495101326,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420495162992,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420530011634,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420530049470,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420570416355,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420570445812,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420585996786,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420586580027,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420622017699,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420628095153,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420672037145,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420685346527,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420692682712,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420708674518,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420708724658,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420718564820,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420736407348,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420738055051,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420768922996,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420778392193,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420799132972,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420811592394,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420855708259,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420861607004,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420868717538,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420887462556,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420889516834,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420945565920,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420976712433,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420977252577,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420977365422,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420996385020,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018420996408131,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018420999096185,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421012838954,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421047499960,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421047690354,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421047706367,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421051517323,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421066314164,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421090318698,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421090908064,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421090945037,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421105061945,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421108009610,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421119660229,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421124306877,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421153437445,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421158786995,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421184774160,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421198849323,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421214685253,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421219249737,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421232547022,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421247997923,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421266320969,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421291994924,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421319774364,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421329441529,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421380973836,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421381226009,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421384752161,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421385848974,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421424965280,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421427584988,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421448905888,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421449693645,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421484282975,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421500902362,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421526033694,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421526249463,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421570811933,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421577658170,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421618968146,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421631714096,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421656601177,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421679994392,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421706164606,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421722167689,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421738493003,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421739020038,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421758464760,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421764026162,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421806350767,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421814470616,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421830530732,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421835661616,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421897768218,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421897790337,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421931595343,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421941797035,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421945837560,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421977328762,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018421993314993,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018421993867243,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422011502072,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422018684822,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422033058893,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422044744095,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422081346546,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422089386736,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422117382935,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422119733976,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422134203933,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422194546738,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422194579805,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422194611428,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422211260225,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422211963822,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422239915059,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422244633246,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422277760204,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422277809080,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422318318033,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422325721506,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422348096462,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422348145303,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422391083597,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422391477225,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422420672222,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422434445380,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422472933443,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422487986080,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422488034573,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422491060240,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422495241405,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422505288931,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422527340204,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422534826543,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422565716284,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422565759912,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422589572099,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422600888573,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422618771198,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422618878028,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422622268806,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422636055334,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422648297571,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422652556380,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422658937235,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422687045693,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422687068525,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422687096298,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422702139185,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422717536278,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
1781018422721579940,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422737781802,8.906612374001228e-20,1.3352824368251949e-19,-5.719148078661696e-07,0.0,0.0,0.0,-3.778205974905486e-19,-2.9968773600954524e-19,-1.228985942170425e-19,1.0,0.0,0.0,0.0,,,,
1781018422758034316,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
